explainer,model,nodes_evaluated,deletion_drop_mean,deletion_drop_std,deletion_label_flip_rate,insertion_prob_mean,insertion_prob_std,insertion_gap_mean,insertion_gap_std,insertion_preservation_rate,sparsity_nodes_mean,sparsity_edges_mean,num_explanation_nodes_mean,num_explanation_edges_mean,wrapped_match_rate
DGL_SubgraphX,graphsage,9,0.046355366706848145,0.1696196957237701,0.1111111111111111,0.7144816021124522,0.2908647776776913,0.04965489109357198,0.2271240735064619,0.7777777777777778,0.7650526428304206,0.8101292786060389,1.8888888888888888,2.7777777777777777,1.0
